=====================
K = 18
BestFitness	Seconds	Generations
16	1149	3862
16	1150	3863
16	1150	3864
16	1150	3865
16	1151	3866
16	1151	3867
16	1151	3868
16	1151	3869
16	1152	3870
16	1152	3871
16	1152	3872
16	1152	3873
16	1153	3874
16	1153	3875
16	1153	3876
16	1153	3877
16	1154	3878
16	1154	3879
16	1154	3880
16	1154	3881
16	1155	3882
16	1155	3883
16	1155	3884
16	1155	3885
16	1156	3886
16	1156	3887
16	1156	3888
16	1156	3889
16	1157	3890
16	1157	3891
16	1157	3892
16	1157	3893
16	1158	3894
16	1158	3895
16	1158	3896
16	1159	3897
16	1159	3898
16	1159	3899
16	1159	3900
16	1160	3901
16	1160	3902
16	1160	3903
16	1161	3904
16	1161	3905
16	1161	3906
16	1161	3907
16	1162	3908
16	1162	3909
16	1162	3910
16	1162	3911
16	1163	3912
16	1163	3913
16	1163	3914
16	1164	3915
16	1164	3916
16	1164	3917
16	1164	3918
16	1165	3919
16	1165	3920
16	1165	3921
16	1165	3922
16	1166	3923
16	1166	3924
16	1166	3925
16	1166	3926
16	1167	3927
16	1167	3928
16	1167	3929
16	1167	3930
16	1168	3931
16	1168	3932
16	1168	3933
16	1169	3934
16	1169	3935
16	1169	3936
16	1169	3937
16	1170	3938
16	1170	3939
16	1170	3940
16	1170	3941
16	1171	3942
16	1171	3943
16	1171	3944
16	1172	3945
16	1172	3946
16	1172	3947
16	1172	3948
16	1173	3949
16	1173	3950
16	1173	3951
16	1173	3952
16	1174	3953
16	1174	3954
16	1174	3955
16	1174	3956
16	1175	3957
16	1175	3958
16	1175	3959
16	1175	3960
16	1176	3961
16	1176	3962
16	1176	3963
16	1177	3964
16	1177	3965
16	1177	3966
16	1177	3967
16	1178	3968
16	1178	3969
16	1178	3970
16	1178	3971
16	1179	3972
16	1179	3973
16	1179	3974
16	1179	3975
16	1180	3976
16	1180	3977
16	1180	3978
16	1180	3979
16	1181	3980
16	1181	3981
16	1181	3982
16	1181	3983
16	1182	3984
16	1182	3985
16	1182	3986
16	1183	3987
16	1183	3988
16	1183	3989
16	1183	3990
16	1184	3991
16	1184	3992
16	1184	3993
16	1184	3994
16	1185	3995
16	1185	3996
16	1185	3997
16	1185	3998
16	1186	3999
16	1186	4000
16	1186	4001
16	1186	4002
16	1187	4003
16	1187	4004
16	1187	4005
16	1188	4006
16	1188	4007
16	1188	4008
16	1188	4009
16	1189	4010
16	1189	4011
16	1189	4012
16	1189	4013
16	1190	4014
16	1190	4015
16	1190	4016
16	1190	4017
16	1191	4018
16	1191	4019
16	1191	4020
16	1191	4021
16	1192	4022
16	1192	4023
16	1192	4024
16	1192	4025
16	1193	4026
16	1193	4027
16	1193	4028
16	1194	4029
16	1194	4030
16	1194	4031
16	1194	4032
16	1195	4033
16	1195	4034
16	1195	4035
16	1195	4036
16	1196	4037
16	1196	4038
16	1196	4039
16	1196	4040
16	1197	4041
16	1197	4042
16	1197	4043
16	1197	4044
16	1198	4045
16	1198	4046
16	1198	4047
16	1198	4048
16	1199	4049
16	1199	4050
16	1199	4051
16	1199	4052
16	1200	4053
16	1200	4054
16	1200	4055
16	1201	4056
16	1201	4057
16	1201	4058
16	1201	4059
16	1202	4060
16	1202	4061
16	1202	4062
16	1202	4063
16	1203	4064
16	1203	4065
16	1203	4066
16	1203	4067
16	1204	4068
16	1204	4069
16	1204	4070
16	1204	4071
16	1205	4072
16	1205	4073
16	1205	4074
16	1205	4075
16	1206	4076
16	1206	4077
16	1206	4078
16	1206	4079
16	1207	4080
16	1207	4081
16	1207	4082
16	1207	4083
16	1208	4084
16	1208	4085
16	1208	4086
16	1209	4087
16	1209	4088
16	1209	4089
16	1209	4090
16	1210	4091
16	1210	4092
16	1210	4093
16	1210	4094
16	1211	4095
16	1211	4096
16	1211	4097
16	1211	4098
16	1212	4099
16	1212	4100
16	1212	4101
16	1212	4102
16	1213	4103
16	1213	4104
16	1213	4105
16	1213	4106
16	1214	4107
16	1214	4108
16	1214	4109
16	1215	4110
16	1215	4111
16	1215	4112
16	1215	4113
16	1216	4114
16	1216	4115
16	1216	4116
16	1216	4117
16	1217	4118
16	1217	4119
16	1217	4120
16	1217	4121
16	1218	4122
16	1218	4123
16	1218	4124
16	1218	4125
16	1219	4126
16	1219	4127
16	1219	4128
16	1219	4129
16	1220	4130
16	1220	4131
16	1220	4132
16	1220	4133
16	1221	4134
16	1221	4135
16	1221	4136
16	1222	4137
16	1222	4138
16	1222	4139
16	1222	4140
16	1223	4141
16	1223	4142
16	1223	4143
16	1223	4144
16	1224	4145
16	1224	4146
16	1224	4147
16	1224	4148
16	1225	4149
16	1225	4150
16	1225	4151
16	1225	4152
16	1226	4153
16	1226	4154
16	1226	4155
16	1226	4156
16	1227	4157
16	1227	4158
16	1227	4159
16	1228	4160
16	1228	4161
16	1228	4162
16	1228	4163
16	1229	4164
16	1229	4165
16	1229	4166
16	1229	4167
16	1230	4168
16	1230	4169
16	1230	4170
16	1231	4171
16	1231	4172
16	1231	4173
16	1231	4174
16	1232	4175
16	1232	4176
16	1232	4177
16	1232	4178
16	1233	4179
16	1233	4180
16	1233	4181
16	1233	4182
16	1234	4183
16	1234	4184
16	1234	4185
16	1234	4186
16	1235	4187
16	1235	4188
16	1235	4189
16	1235	4190
16	1236	4191
16	1236	4192
16	1236	4193
16	1236	4194
16	1237	4195
16	1237	4196
16	1237	4197
16	1237	4198
16	1238	4199
16	1238	4200
16	1238	4201
16	1239	4202
16	1239	4203
16	1239	4204
16	1239	4205
16	1240	4206
16	1240	4207
16	1240	4208
16	1240	4209
16	1241	4210
16	1241	4211
16	1241	4212
16	1241	4213
16	1242	4214
16	1242	4215
16	1242	4216
16	1242	4217
16	1243	4218
16	1243	4219
16	1243	4220
16	1244	4221
16	1244	4222
16	1244	4223
16	1244	4224
16	1245	4225
16	1245	4226
16	1245	4227
16	1245	4228
16	1246	4229
16	1246	4230
16	1246	4231
16	1246	4232
16	1247	4233
16	1247	4234
16	1247	4235
16	1247	4236
16	1248	4237
16	1248	4238
16	1248	4239
16	1248	4240
16	1249	4241
16	1249	4242
16	1249	4243
16	1250	4244
16	1250	4245
16	1250	4246
16	1250	4247
16	1251	4248
16	1251	4249
16	1251	4250
16	1251	4251
16	1252	4252
16	1252	4253
16	1252	4254
16	1252	4255
16	1253	4256
16	1253	4257
16	1253	4258
16	1253	4259
16	1254	4260
16	1254	4261
16	1254	4262
16	1254	4263
16	1255	4264
16	1255	4265
16	1255	4266
16	1255	4267
16	1256	4268
16	1256	4269
16	1256	4270
16	1257	4271
16	1257	4272
16	1257	4273
16	1257	4274
16	1258	4275
16	1258	4276
16	1258	4277
16	1258	4278
16	1259	4279
16	1259	4280
16	1259	4281
16	1259	4282
16	1260	4283
16	1260	4284
16	1260	4285
16	1260	4286
16	1261	4287
16	1261	4288
16	1261	4289
16	1262	4290
16	1262	4291
16	1262	4292
16	1262	4293
16	1263	4294
16	1263	4295
16	1263	4296
16	1263	4297
16	1264	4298
16	1264	4299
16	1264	4300
16	1264	4301
16	1265	4302
16	1265	4303
16	1265	4304
16	1265	4305
16	1266	4306
16	1266	4307
16	1266	4308
16	1267	4309
16	1267	4310
16	1267	4311
16	1267	4312
16	1268	4313
16	1268	4314
16	1268	4315
16	1268	4316
16	1269	4317
16	1269	4318
16	1269	4319
16	1269	4320
16	1270	4321
16	1270	4322
16	1270	4323
16	1270	4324
16	1271	4325
16	1271	4326
16	1271	4327
16	1271	4328
16	1272	4329
16	1272	4330
16	1272	4331
16	1273	4332
16	1273	4333
16	1273	4334
16	1273	4335
16	1274	4336
16	1274	4337
16	1274	4338
16	1274	4339
16	1275	4340
16	1275	4341
16	1275	4342
16	1275	4343
16	1276	4344
16	1276	4345
16	1276	4346
16	1276	4347
16	1277	4348
16	1277	4349
16	1277	4350
16	1277	4351
16	1278	4352
16	1278	4353
16	1278	4354
16	1278	4355
16	1279	4356
16	1279	4357
16	1279	4358
16	1280	4359
16	1280	4360
16	1280	4361
16	1280	4362
16	1281	4363
16	1281	4364
16	1281	4365
16	1281	4366
16	1282	4367
16	1282	4368
16	1282	4369
16	1283	4370
16	1283	4371
16	1283	4372
16	1283	4373
16	1284	4374
16	1284	4375
16	1284	4376
16	1284	4377
16	1285	4378
16	1285	4379
16	1285	4380
16	1285	4381
16	1286	4382
16	1286	4383
16	1286	4384
16	1286	4385
16	1287	4386
16	1287	4387
16	1287	4388
16	1287	4389
16	1288	4390
16	1288	4391
16	1288	4392
16	1288	4393
16	1289	4394
16	1289	4395
16	1289	4396
16	1290	4397
16	1290	4398
16	1290	4399
16	1290	4400
16	1291	4401
16	1291	4402
16	1291	4403
16	1291	4404
16	1292	4405
16	1292	4406
16	1292	4407
16	1292	4408
16	1293	4409
16	1293	4410
16	1293	4411
16	1293	4412
16	1294	4413
16	1294	4414
16	1294	4415
16	1294	4416
16	1295	4417
16	1295	4418
16	1295	4419
16	1295	4420
16	1296	4421
16	1296	4422
16	1296	4423
16	1296	4424
16	1297	4425
16	1297	4426
16	1297	4427
16	1298	4428
16	1298	4429
16	1298	4430
16	1298	4431
16	1299	4432
16	1299	4433
16	1299	4434
16	1299	4435
16	1300	4436
16	1300	4437
16	1300	4438
16	1300	4439
16	1301	4440
16	1301	4441
16	1301	4442
16	1301	4443
16	1302	4444
16	1302	4445
16	1302	4446
16	1302	4447
16	1303	4448
16	1303	4449
16	1303	4450
16	1303	4451
16	1304	4452
16	1304	4453
16	1304	4454
16	1304	4455
16	1305	4456
16	1305	4457
16	1305	4458
16	1305	4459
16	1306	4460
16	1306	4461
16	1306	4462
16	1307	4463
16	1307	4464
16	1307	4465
16	1307	4466
16	1308	4467
16	1308	4468
16	1308	4469
16	1308	4470
16	1309	4471
16	1309	4472
16	1309	4473
16	1309	4474
16	1310	4475
16	1310	4476
16	1310	4477
16	1310	4478
16	1311	4479
16	1311	4480
16	1311	4481
16	1311	4482
16	1312	4483
16	1312	4484
16	1312	4485
16	1312	4486
16	1313	4487
16	1313	4488
16	1313	4489
16	1313	4490
16	1314	4491
16	1314	4492
16	1314	4493
16	1315	4494
16	1315	4495
16	1315	4496
16	1315	4497
16	1316	4498
16	1316	4499
16	1316	4500
16	1316	4501
16	1317	4502
16	1317	4503
16	1317	4504
16	1317	4505
16	1318	4506
16	1318	4507
16	1318	4508
16	1318	4509
16	1319	4510
16	1319	4511
16	1319	4512
16	1319	4513
16	1320	4514
16	1320	4515
16	1320	4516
16	1321	4517
16	1321	4518
16	1321	4519
16	1321	4520
16	1322	4521
16	1322	4522
16	1322	4523
16	1322	4524
16	1323	4525
16	1323	4526
16	1323	4527
16	1323	4528
16	1324	4529
16	1324	4530
16	1324	4531
16	1324	4532
16	1325	4533
16	1325	4534
16	1325	4535
16	1325	4536
16	1326	4537
16	1326	4538
16	1326	4539
16	1326	4540
16	1327	4541
16	1327	4542
16	1327	4543
16	1328	4544
16	1328	4545
16	1328	4546
16	1328	4547
16	1329	4548
16	1329	4549
16	1329	4550
16	1329	4551
16	1330	4552
16	1330	4553
16	1330	4554
16	1330	4555
16	1331	4556
16	1331	4557
16	1331	4558
16	1331	4559
16	1332	4560
16	1332	4561
16	1332	4562
16	1332	4563
16	1333	4564
16	1333	4565
16	1333	4566
16	1333	4567
16	1334	4568
16	1334	4569
16	1334	4570
16	1335	4571
16	1335	4572
16	1335	4573
16	1335	4574
16	1336	4575
16	1336	4576
16	1336	4577
16	1336	4578
16	1337	4579
16	1337	4580
16	1337	4581
16	1337	4582
16	1338	4583
16	1338	4584
16	1338	4585
16	1338	4586
16	1339	4587
16	1339	4588
16	1339	4589
16	1339	4590
16	1340	4591
16	1340	4592
16	1340	4593
16	1340	4594
16	1341	4595
16	1341	4596
16	1341	4597
16	1342	4598
16	1342	4599
16	1342	4600
16	1342	4601
16	1343	4602
16	1343	4603
16	1343	4604
16	1343	4605
16	1344	4606
16	1344	4607
16	1344	4608
16	1345	4609
16	1345	4610
16	1345	4611
16	1345	4612
16	1346	4613
16	1346	4614
16	1346	4615
16	1346	4616
16	1347	4617
16	1347	4618
16	1347	4619
16	1347	4620
16	1348	4621
16	1348	4622
16	1348	4623
16	1348	4624
16	1349	4625
16	1349	4626
16	1349	4627
16	1350	4628
16	1350	4629
16	1350	4630
16	1350	4631
16	1351	4632
16	1351	4633
16	1351	4634
16	1351	4635
16	1352	4636
16	1352	4637
16	1352	4638
16	1352	4639
16	1353	4640
16	1353	4641
16	1353	4642
16	1353	4643
16	1354	4644
16	1354	4645
16	1354	4646
16	1354	4647
16	1355	4648
16	1355	4649
16	1355	4650
16	1356	4651
16	1356	4652
16	1356	4653
16	1356	4654
16	1357	4655
16	1357	4656
16	1357	4657
16	1357	4658
16	1358	4659
16	1358	4660
16	1358	4661
16	1358	4662
16	1359	4663
16	1359	4664
16	1359	4665
16	1359	4666
16	1360	4667
16	1360	4668
16	1360	4669
16	1360	4670
16	1361	4671
16	1361	4672
16	1361	4673
16	1361	4674
16	1362	4675
16	1362	4676
16	1362	4677
16	1363	4678
16	1363	4679
16	1363	4680
16	1363	4681
16	1364	4682
16	1364	4683
16	1364	4684
16	1364	4685
16	1365	4686
16	1365	4687
16	1365	4688
16	1365	4689
16	1366	4690
16	1366	4691
16	1366	4692
16	1366	4693
16	1367	4694
16	1367	4695
16	1367	4696
16	1367	4697
16	1368	4698
16	1368	4699
16	1368	4700
16	1368	4701
16	1369	4702
16	1369	4703
16	1369	4704
16	1369	4705
16	1370	4706
16	1370	4707
16	1370	4708
16	1371	4709
16	1371	4710
16	1371	4711
16	1371	4712
16	1372	4713
16	1372	4714
16	1372	4715
16	1372	4716
16	1373	4717
16	1373	4718
16	1373	4719
16	1373	4720
16	1374	4721
16	1374	4722
16	1374	4723
16	1374	4724
16	1375	4725
16	1375	4726
16	1375	4727
16	1375	4728
16	1376	4729
16	1376	4730
16	1376	4731
16	1377	4732
16	1377	4733
16	1377	4734
16	1377	4735
16	1378	4736
16	1378	4737
16	1378	4738
16	1378	4739
16	1379	4740
16	1379	4741
16	1379	4742
16	1379	4743
16	1380	4744
16	1380	4745
16	1380	4746
16	1380	4747
16	1381	4748
16	1381	4749
16	1381	4750
16	1381	4751
16	1382	4752
16	1382	4753
16	1382	4754
16	1382	4755
16	1383	4756
16	1383	4757
16	1383	4758
16	1383	4759
16	1384	4760
16	1384	4761
16	1384	4762
16	1385	4763
16	1385	4764
16	1385	4765
16	1385	4766
16	1386	4767
16	1386	4768
16	1386	4769
16	1386	4770
16	1387	4771
16	1387	4772
16	1387	4773
16	1387	4774
16	1388	4775
16	1388	4776
16	1388	4777
16	1388	4778
16	1389	4779
16	1389	4780
16	1389	4781
16	1389	4782
16	1390	4783
16	1390	4784
16	1390	4785
16	1390	4786
16	1391	4787
16	1391	4788
16	1391	4789
16	1392	4790
16	1392	4791
16	1392	4792
16	1392	4793
16	1393	4794
16	1393	4795
16	1393	4796
16	1393	4797
16	1394	4798
16	1394	4799
16	1394	4800
16	1394	4801
16	1395	4802
16	1395	4803
16	1395	4804
16	1395	4805
16	1396	4806
16	1396	4807
16	1396	4808
16	1396	4809
16	1397	4810
16	1397	4811
16	1397	4812
16	1397	4813
16	1398	4814
16	1398	4815
16	1398	4816
16	1398	4817
16	1399	4818
16	1399	4819
16	1399	4820
16	1399	4821
16	1400	4822
16	1400	4823
16	1400	4824
16	1401	4825
16	1401	4826
16	1401	4827
16	1401	4828
16	1402	4829
16	1402	4830
16	1402	4831
16	1402	4832
16	1403	4833
16	1403	4834
16	1403	4835
16	1403	4836
16	1404	4837
16	1404	4838
16	1404	4839
16	1404	4840
16	1405	4841
16	1405	4842
16	1405	4843
16	1405	4844
16	1406	4845
16	1406	4846
16	1406	4847
16	1406	4848
16	1407	4849
16	1407	4850
16	1407	4851
16	1407	4852
16	1408	4853
16	1408	4854
16	1408	4855
16	1409	4856
16	1409	4857
16	1409	4858
16	1409	4859
16	1410	4860
16	1410	4861
16	1410	4862
16	1410	4863
16	1411	4864
16	1411	4865
16	1411	4866
16	1411	4867
16	1412	4868
16	1412	4869
16	1412	4870
16	1412	4871
16	1413	4872
16	1413	4873
16	1413	4874
16	1413	4875
16	1414	4876
16	1414	4877
16	1414	4878
16	1414	4879
16	1415	4880
16	1415	4881
16	1415	4882
16	1416	4883
16	1416	4884
16	1416	4885
16	1416	4886
16	1417	4887
16	1417	4888
16	1417	4889
16	1417	4890
16	1418	4891
16	1418	4892
16	1418	4893
16	1418	4894
16	1419	4895
16	1419	4896
16	1419	4897
16	1419	4898
16	1420	4899
16	1420	4900
16	1420	4901
16	1420	4902
16	1421	4903
16	1421	4904
16	1421	4905
16	1421	4906
16	1422	4907
16	1422	4908
16	1422	4909
16	1423	4910
16	1423	4911
16	1423	4912
16	1423	4913
16	1424	4914
16	1424	4915
16	1424	4916
16	1424	4917
16	1425	4918
16	1425	4919
16	1425	4920
16	1425	4921
16	1426	4922
16	1426	4923
16	1426	4924
16	1426	4925
16	1427	4926
16	1427	4927
16	1427	4928
16	1427	4929
16	1428	4930
16	1428	4931
16	1428	4932
16	1428	4933
16	1429	4934
16	1429	4935
16	1429	4936
16	1429	4937
16	1430	4938
16	1430	4939
16	1430	4940
16	1430	4941
16	1431	4942
16	1431	4943
16	1431	4944
16	1432	4945
16	1432	4946
16	1432	4947
16	1432	4948
16	1433	4949
16	1433	4950
16	1433	4951
16	1433	4952
16	1434	4953
16	1434	4954
16	1434	4955
16	1434	4956
16	1435	4957
16	1435	4958
16	1435	4959
16	1435	4960
16	1436	4961
16	1436	4962
16	1436	4963
16	1436	4964
16	1437	4965
16	1437	4966
16	1437	4967
16	1437	4968
16	1438	4969
16	1438	4970
16	1438	4971
16	1438	4972
16	1439	4973
16	1439	4974
16	1439	4975
16	1440	4976
16	1440	4977
16	1440	4978
16	1440	4979
16	1441	4980
16	1441	4981
16	1441	4982
16	1441	4983
16	1442	4984
16	1442	4985
16	1442	4986
16	1442	4987
16	1443	4988
16	1443	4989
16	1443	4990
16	1443	4991
16	1444	4992
16	1444	4993
16	1444	4994
16	1444	4995
16	1445	4996
16	1445	4997
16	1445	4998
16	1446	4999
16	1446	5000
16	1446	5001
16	1446	5002
16	1447	5003
16	1447	5004
16	1447	5005
16	1447	5006
16	1448	5007
16	1448	5008
16	1448	5009
16	1448	5010
16	1449	5011
16	1449	5012
16	1449	5013
16	1449	5014
16	1450	5015
16	1450	5016
16	1450	5017
16	1450	5018
16	1451	5019
16	1451	5020
16	1451	5021
16	1451	5022
16	1452	5023
16	1452	5024
16	1452	5025
16	1452	5026
16	1453	5027
16	1453	5028
16	1453	5029
16	1453	5030
16	1454	5031
16	1454	5032
16	1454	5033
16	1454	5034
16	1455	5035
16	1455	5036
16	1455	5037
16	1456	5038
16	1456	5039
16	1456	5040
16	1456	5041
16	1457	5042
16	1457	5043
16	1457	5044
16	1457	5045
16	1458	5046
16	1458	5047
16	1458	5048
16	1458	5049
16	1459	5050
16	1459	5051
16	1459	5052
16	1459	5053
16	1460	5054
16	1460	5055
16	1460	5056
16	1460	5057
16	1461	5058
16	1461	5059
16	1461	5060
16	1462	5061
16	1462	5062
16	1462	5063
16	1462	5064
16	1463	5065
16	1463	5066
16	1463	5067
16	1463	5068
16	1464	5069
16	1464	5070
16	1464	5071
16	1464	5072
16	1465	5073
16	1465	5074
16	1465	5075
16	1465	5076
16	1466	5077
16	1466	5078
16	1466	5079
16	1466	5080
16	1467	5081
16	1467	5082
16	1467	5083
16	1467	5084
16	1468	5085
16	1468	5086
16	1468	5087
16	1468	5088
16	1469	5089
16	1469	5090
16	1469	5091
16	1470	5092
16	1470	5093
16	1470	5094
16	1470	5095
16	1471	5096
16	1471	5097
16	1471	5098
16	1471	5099
16	1472	5100
16	1472	5101
16	1472	5102
16	1472	5103
16	1473	5104
16	1473	5105
16	1473	5106
16	1473	5107
16	1474	5108
16	1474	5109
16	1474	5110
16	1474	5111
16	1475	5112
16	1475	5113
16	1475	5114
16	1475	5115
16	1476	5116
16	1476	5117
16	1476	5118
16	1477	5119
16	1477	5120
16	1477	5121
16	1477	5122
16	1478	5123
16	1478	5124
16	1478	5125
16	1478	5126
16	1479	5127
16	1479	5128
16	1479	5129
16	1479	5130
16	1480	5131
16	1480	5132
16	1480	5133
16	1480	5134
16	1481	5135
16	1481	5136
16	1481	5137
16	1481	5138
16	1482	5139
16	1482	5140
16	1482	5141
16	1482	5142
16	1483	5143
16	1483	5144
16	1483	5145
16	1483	5146
16	1484	5147
16	1484	5148
16	1484	5149
16	1485	5150
16	1485	5151
16	1485	5152
16	1485	5153
16	1486	5154
16	1486	5155
16	1486	5156
16	1486	5157
16	1487	5158
16	1487	5159
16	1487	5160
16	1487	5161
16	1488	5162
16	1488	5163
16	1488	5164
16	1488	5165
16	1489	5166
16	1489	5167
16	1489	5168
16	1489	5169
16	1490	5170
16	1490	5171
16	1490	5172
16	1490	5173
16	1491	5174
16	1491	5175
16	1491	5176
16	1491	5177
16	1492	5178
16	1492	5179
16	1492	5180
16	1492	5181
16	1493	5182
16	1493	5183
16	1493	5184
16	1494	5185
16	1494	5186
16	1494	5187
16	1494	5188
16	1495	5189
16	1495	5190
16	1495	5191
16	1495	5192
16	1496	5193
16	1496	5194
16	1496	5195
16	1496	5196
16	1497	5197
16	1497	5198
16	1497	5199
16	1497	5200
16	1498	5201
16	1498	5202
16	1498	5203
16	1498	5204
16	1499	5205
16	1499	5206
16	1499	5207
16	1499	5208
16	1500	5209
16	1500	5210
16	1500	5211
16	1501	5212
16	1501	5213
16	1501	5214
16	1501	5215
16	1502	5216
16	1502	5217
16	1502	5218
16	1502	5219
16	1503	5220
16	1503	5221
16	1503	5222
16	1503	5223
16	1504	5224
16	1504	5225
16	1504	5226
16	1504	5227
16	1505	5228
16	1505	5229
16	1505	5230
16	1505	5231
16	1506	5232
16	1506	5233
16	1506	5234
16	1506	5235
16	1507	5236
16	1507	5237
16	1507	5238
16	1508	5239
16	1508	5240
16	1508	5241
16	1508	5242
16	1509	5243
16	1509	5244
16	1509	5245
16	1509	5246
16	1510	5247
16	1510	5248
16	1510	5249
16	1510	5250
16	1511	5251
16	1511	5252
16	1511	5253
16	1511	5254
16	1512	5255
16	1512	5256
16	1512	5257
16	1512	5258
16	1513	5259
16	1513	5260
16	1513	5261
16	1513	5262
16	1514	5263
16	1514	5264
16	1514	5265
16	1515	5266
16	1515	5267
16	1515	5268
16	1515	5269
16	1516	5270
16	1516	5271
16	1516	5272
16	1516	5273
16	1517	5274
16	1517	5275
16	1517	5276
16	1517	5277
16	1518	5278
16	1518	5279
16	1518	5280
16	1518	5281
16	1519	5282
16	1519	5283
16	1519	5284
16	1519	5285
16	1520	5286
16	1520	5287
16	1520	5288
16	1520	5289
16	1521	5290
16	1521	5291
16	1521	5292
16	1522	5293
16	1522	5294
16	1522	5295
16	1522	5296
16	1523	5297
16	1523	5298
16	1523	5299
16	1523	5300
16	1524	5301
16	1524	5302
16	1524	5303
16	1524	5304
16	1525	5305
16	1525	5306
16	1525	5307
16	1525	5308
16	1526	5309
16	1526	5310
16	1526	5311
16	1526	5312
16	1527	5313
16	1527	5314
16	1527	5315
16	1527	5316
16	1528	5317
16	1528	5318
16	1528	5319
16	1529	5320
16	1529	5321
16	1529	5322
16	1529	5323
16	1530	5324
16	1530	5325
16	1530	5326
16	1531	5327
16	1531	5328
16	1531	5329
16	1531	5330
16	1532	5331
16	1532	5332
16	1532	5333
16	1532	5334
16	1533	5335
16	1533	5336
16	1533	5337
16	1533	5338
16	1534	5339
16	1534	5340
16	1534	5341
16	1534	5342
16	1535	5343
16	1535	5344
16	1535	5345
16	1536	5346
16	1536	5347
16	1536	5348
16	1536	5349
16	1537	5350
16	1537	5351
16	1537	5352
16	1537	5353
16	1538	5354
16	1538	5355
16	1538	5356
16	1538	5357
16	1539	5358
16	1539	5359
16	1539	5360
16	1539	5361
16	1540	5362
16	1540	5363
16	1540	5364
16	1540	5365
16	1541	5366
16	1541	5367
16	1541	5368
16	1541	5369
16	1542	5370
16	1542	5371
16	1542	5372
16	1542	5373
16	1543	5374
16	1543	5375
16	1543	5376
16	1543	5377
16	1544	5378
16	1544	5379
16	1544	5380
16	1544	5381
16	1545	5382
16	1545	5383
16	1545	5384
16	1546	5385
16	1546	5386
16	1546	5387
16	1546	5388
16	1547	5389
16	1547	5390
16	1547	5391
16	1547	5392
16	1548	5393
16	1548	5394
16	1548	5395
16	1548	5396
16	1549	5397
16	1549	5398
16	1549	5399
16	1549	5400
16	1550	5401
16	1550	5402
16	1550	5403
16	1550	5404
16	1551	5405
16	1551	5406
16	1551	5407
16	1551	5408
16	1552	5409
16	1552	5410
16	1552	5411
16	1552	5412
16	1553	5413
16	1553	5414
16	1553	5415
16	1554	5416
16	1554	5417
16	1554	5418
16	1554	5419
16	1555	5420
16	1555	5421
16	1555	5422
16	1555	5423
16	1556	5424
16	1556	5425
16	1556	5426
16	1556	5427
16	1557	5428
16	1557	5429
16	1557	5430
16	1557	5431
16	1558	5432
16	1558	5433
16	1558	5434
16	1558	5435
16	1559	5436
16	1559	5437
16	1559	5438
16	1559	5439
16	1560	5440
16	1560	5441
16	1560	5442
16	1560	5443
16	1561	5444
16	1561	5445
16	1561	5446
16	1562	5447
16	1562	5448
16	1562	5449
16	1562	5450
16	1563	5451
16	1563	5452
16	1563	5453
16	1563	5454
16	1564	5455
16	1564	5456
16	1564	5457
16	1564	5458
16	1565	5459
16	1565	5460
16	1565	5461
16	1566	5462
16	1566	5463
16	1566	5464
16	1566	5465
16	1567	5466
16	1567	5467
16	1567	5468
16	1567	5469
16	1568	5470
16	1568	5471
16	1568	5472
16	1568	5473
16	1569	5474
16	1569	5475
16	1569	5476
16	1569	5477
16	1570	5478
16	1570	5479
16	1570	5480
16	1570	5481
16	1571	5482
16	1571	5483
16	1571	5484
16	1571	5485
16	1572	5486
16	1572	5487
16	1572	5488
16	1573	5489
16	1573	5490
16	1573	5491
16	1573	5492
16	1574	5493
16	1574	5494
16	1574	5495
16	1574	5496
16	1575	5497
16	1575	5498
16	1575	5499
16	1575	5500
16	1576	5501
16	1576	5502
16	1576	5503
16	1576	5504
16	1577	5505
16	1577	5506
16	1577	5507
16	1577	5508
16	1578	5509
16	1578	5510
16	1578	5511
16	1579	5512
16	1579	5513
16	1579	5514
16	1579	5515
16	1580	5516
16	1580	5517
16	1580	5518
16	1580	5519
16	1581	5520
16	1581	5521
16	1581	5522
16	1581	5523
16	1582	5524
16	1582	5525
16	1582	5526
16	1582	5527
16	1583	5528
16	1583	5529
16	1583	5530
16	1583	5531
16	1584	5532
16	1584	5533
16	1584	5534
16	1585	5535
16	1585	5536
16	1585	5537
16	1585	5538
16	1586	5539
16	1586	5540
16	1586	5541
16	1586	5542
16	1587	5543
16	1587	5544
16	1587	5545
16	1587	5546
16	1588	5547
16	1588	5548
16	1588	5549
16	1588	5550
16	1589	5551
16	1589	5552
16	1589	5553
16	1589	5554
16	1590	5555
16	1590	5556
16	1590	5557
16	1590	5558
16	1591	5559
16	1591	5560
16	1591	5561
16	1592	5562
16	1592	5563
16	1592	5564
16	1592	5565
16	1593	5566
16	1593	5567
16	1593	5568
16	1593	5569
16	1594	5570
16	1594	5571
16	1594	5572
16	1594	5573
16	1595	5574
16	1595	5575
16	1595	5576
16	1595	5577
16	1596	5578
16	1596	5579
16	1596	5580
16	1596	5581
16	1597	5582
16	1597	5583
16	1597	5584
16	1597	5585
16	1598	5586
16	1598	5587
16	1598	5588
16	1598	5589
16	1599	5590
16	1599	5591
16	1599	5592
16	1600	5593
16	1600	5594
16	1600	5595
16	1600	5596
16	1601	5597
16	1601	5598
16	1601	5599
16	1601	5600
16	1602	5601
16	1602	5602
16	1602	5603
16	1602	5604
16	1603	5605
16	1603	5606
16	1603	5607
16	1603	5608
