=====================
K = 18
BestFitness	Seconds	Generations
16	652	1949
16	653	1950
16	653	1951
16	653	1952
16	653	1953
16	654	1954
16	654	1955
16	654	1956
16	654	1957
16	655	1958
16	655	1959
16	655	1960
16	655	1961
16	656	1962
16	656	1963
16	656	1964
16	656	1965
16	657	1966
16	657	1967
16	657	1968
16	657	1969
16	658	1970
16	658	1971
16	658	1972
16	659	1973
16	659	1974
16	659	1975
16	659	1976
16	660	1977
16	660	1978
16	660	1979
16	660	1980
16	661	1981
16	661	1982
16	661	1983
16	661	1984
16	662	1985
16	662	1986
16	662	1987
16	662	1988
16	663	1989
16	663	1990
16	663	1991
16	663	1992
16	664	1993
16	664	1994
16	664	1995
16	664	1996
16	665	1997
16	665	1998
16	665	1999
16	665	2000
16	666	2001
16	666	2002
16	666	2003
16	667	2004
16	667	2005
16	667	2006
16	667	2007
16	668	2008
16	668	2009
16	668	2010
16	668	2011
16	669	2012
16	669	2013
16	669	2014
16	669	2015
16	670	2016
16	670	2017
16	670	2018
16	670	2019
16	671	2020
16	671	2021
16	671	2022
16	671	2023
16	672	2024
16	672	2025
16	672	2026
16	672	2027
16	673	2028
16	673	2029
16	673	2030
16	673	2031
16	674	2032
16	674	2033
16	674	2034
16	675	2035
16	675	2036
16	675	2037
16	675	2038
16	676	2039
16	676	2040
16	676	2041
16	676	2042
16	677	2043
16	677	2044
16	677	2045
16	677	2046
16	678	2047
16	678	2048
16	678	2049
16	678	2050
16	679	2051
16	679	2052
16	679	2053
16	679	2054
16	680	2055
16	680	2056
16	680	2057
16	681	2058
16	681	2059
16	681	2060
16	681	2061
16	682	2062
16	682	2063
16	682	2064
16	682	2065
16	683	2066
16	683	2067
16	683	2068
16	683	2069
16	684	2070
16	684	2071
16	684	2072
16	684	2073
16	685	2074
16	685	2075
16	685	2076
16	685	2077
16	686	2078
16	686	2079
16	686	2080
16	686	2081
16	687	2082
16	687	2083
16	687	2084
16	688	2085
16	688	2086
16	688	2087
16	688	2088
16	689	2089
16	689	2090
16	689	2091
16	689	2092
16	690	2093
16	690	2094
16	690	2095
16	690	2096
16	691	2097
16	691	2098
16	691	2099
16	692	2100
16	692	2101
16	692	2102
16	692	2103
16	693	2104
16	693	2105
16	693	2106
16	693	2107
16	694	2108
16	694	2109
16	694	2110
16	694	2111
16	695	2112
16	695	2113
16	695	2114
16	695	2115
16	696	2116
16	696	2117
16	696	2118
16	696	2119
16	697	2120
16	697	2121
16	697	2122
16	697	2123
16	698	2124
16	698	2125
16	698	2126
16	698	2127
16	699	2128
16	699	2129
16	699	2130
16	700	2131
16	700	2132
16	700	2133
16	700	2134
16	701	2135
16	701	2136
16	701	2137
16	701	2138
16	702	2139
16	702	2140
16	702	2141
16	702	2142
16	703	2143
16	703	2144
16	703	2145
16	703	2146
16	704	2147
16	704	2148
16	704	2149
16	704	2150
16	705	2151
16	705	2152
16	705	2153
16	706	2154
16	706	2155
16	706	2156
16	706	2157
16	707	2158
16	707	2159
16	707	2160
16	707	2161
16	708	2162
16	708	2163
16	708	2164
16	708	2165
16	709	2166
16	709	2167
16	709	2168
16	709	2169
16	710	2170
16	710	2171
16	710	2172
16	710	2173
16	711	2174
16	711	2175
16	711	2176
16	711	2177
16	712	2178
16	712	2179
16	712	2180
16	712	2181
16	713	2182
16	713	2183
16	713	2184
16	713	2185
16	714	2186
16	714	2187
16	714	2188
16	715	2189
16	715	2190
16	715	2191
16	715	2192
16	716	2193
16	716	2194
16	716	2195
16	716	2196
16	717	2197
16	717	2198
16	717	2199
16	717	2200
16	718	2201
16	718	2202
16	718	2203
16	718	2204
16	719	2205
16	719	2206
16	719	2207
16	719	2208
16	720	2209
16	720	2210
16	720	2211
16	720	2212
16	721	2213
16	721	2214
16	721	2215
16	721	2216
16	722	2217
16	722	2218
16	722	2219
16	723	2220
16	723	2221
16	723	2222
16	723	2223
16	724	2224
16	724	2225
16	724	2226
16	724	2227
16	725	2228
16	725	2229
16	725	2230
16	725	2231
16	726	2232
16	726	2233
16	726	2234
16	727	2235
16	727	2236
16	727	2237
16	727	2238
16	728	2239
16	728	2240
16	728	2241
16	728	2242
16	729	2243
16	729	2244
16	729	2245
16	729	2246
16	730	2247
16	730	2248
16	730	2249
16	730	2250
16	731	2251
16	731	2252
16	731	2253
16	731	2254
16	732	2255
16	732	2256
16	732	2257
16	733	2258
16	733	2259
16	733	2260
16	733	2261
16	734	2262
16	734	2263
16	734	2264
16	734	2265
16	735	2266
16	735	2267
16	735	2268
16	735	2269
16	736	2270
16	736	2271
16	736	2272
16	736	2273
16	737	2274
16	737	2275
16	737	2276
16	737	2277
16	738	2278
16	738	2279
16	738	2280
16	738	2281
16	739	2282
16	739	2283
16	739	2284
16	740	2285
16	740	2286
16	740	2287
16	740	2288
16	741	2289
16	741	2290
16	741	2291
16	741	2292
16	742	2293
16	742	2294
16	742	2295
16	742	2296
16	743	2297
16	743	2298
16	743	2299
16	743	2300
16	744	2301
16	744	2302
16	744	2303
16	744	2304
16	745	2305
16	745	2306
16	745	2307
16	745	2308
16	746	2309
16	746	2310
16	746	2311
16	747	2312
16	747	2313
16	747	2314
16	747	2315
16	748	2316
16	748	2317
16	748	2318
16	748	2319
16	749	2320
16	749	2321
16	749	2322
16	749	2323
16	750	2324
16	750	2325
16	750	2326
16	750	2327
16	751	2328
16	751	2329
16	751	2330
16	751	2331
16	752	2332
16	752	2333
16	752	2334
16	752	2335
16	753	2336
16	753	2337
16	753	2338
16	753	2339
16	754	2340
16	754	2341
16	754	2342
16	755	2343
16	755	2344
16	755	2345
16	755	2346
16	756	2347
16	756	2348
16	756	2349
16	756	2350
16	757	2351
16	757	2352
16	757	2353
16	757	2354
16	758	2355
16	758	2356
16	758	2357
16	758	2358
16	759	2359
16	759	2360
16	759	2361
16	759	2362
16	760	2363
16	760	2364
16	760	2365
16	761	2366
16	761	2367
16	761	2368
16	761	2369
16	762	2370
16	762	2371
16	762	2372
16	762	2373
16	763	2374
16	763	2375
16	763	2376
16	763	2377
16	764	2378
16	764	2379
16	764	2380
16	764	2381
16	765	2382
16	765	2383
16	765	2384
16	765	2385
16	766	2386
16	766	2387
16	766	2388
16	766	2389
16	767	2390
16	767	2391
16	767	2392
16	767	2393
16	768	2394
16	768	2395
16	768	2396
16	769	2397
16	769	2398
16	769	2399
16	769	2400
16	770	2401
16	770	2402
16	770	2403
16	770	2404
16	771	2405
16	771	2406
16	771	2407
16	771	2408
16	772	2409
16	772	2410
16	772	2411
16	772	2412
16	773	2413
16	773	2414
16	773	2415
16	773	2416
16	774	2417
16	774	2418
16	774	2419
16	774	2420
16	775	2421
16	775	2422
16	775	2423
16	775	2424
16	776	2425
16	776	2426
16	776	2427
16	777	2428
16	777	2429
16	777	2430
16	777	2431
16	778	2432
16	778	2433
16	778	2434
16	778	2435
16	779	2436
16	779	2437
16	779	2438
16	779	2439
16	780	2440
16	780	2441
16	780	2442
16	780	2443
16	781	2444
16	781	2445
16	781	2446
16	781	2447
16	782	2448
16	782	2449
16	782	2450
16	782	2451
16	783	2452
16	783	2453
16	783	2454
16	783	2455
16	784	2456
16	784	2457
16	784	2458
16	785	2459
16	785	2460
16	785	2461
16	785	2462
16	786	2463
16	786	2464
16	786	2465
16	786	2466
16	787	2467
16	787	2468
16	787	2469
16	787	2470
16	788	2471
16	788	2472
16	788	2473
16	788	2474
16	789	2475
16	789	2476
16	789	2477
16	789	2478
16	790	2479
16	790	2480
16	790	2481
16	790	2482
16	791	2483
16	791	2484
16	791	2485
16	792	2486
16	792	2487
16	792	2488
16	792	2489
16	793	2490
16	793	2491
16	793	2492
16	793	2493
16	794	2494
16	794	2495
16	794	2496
16	794	2497
16	795	2498
16	795	2499
16	795	2500
16	795	2501
16	796	2502
16	796	2503
16	796	2504
16	796	2505
16	797	2506
16	797	2507
16	797	2508
16	797	2509
16	798	2510
16	798	2511
16	798	2512
16	799	2513
16	799	2514
16	799	2515
16	799	2516
16	800	2517
16	800	2518
16	800	2519
16	800	2520
16	801	2521
16	801	2522
16	801	2523
16	801	2524
16	802	2525
16	802	2526
16	802	2527
16	802	2528
16	803	2529
16	803	2530
16	803	2531
16	803	2532
16	804	2533
16	804	2534
16	804	2535
16	804	2536
16	805	2537
16	805	2538
16	805	2539
16	806	2540
16	806	2541
16	806	2542
16	806	2543
16	807	2544
16	807	2545
16	807	2546
16	807	2547
16	808	2548
16	808	2549
16	808	2550
16	808	2551
16	809	2552
16	809	2553
16	809	2554
16	809	2555
16	810	2556
16	810	2557
16	810	2558
16	811	2559
16	811	2560
16	811	2561
16	811	2562
16	812	2563
16	812	2564
16	812	2565
16	812	2566
16	813	2567
16	813	2568
16	813	2569
16	813	2570
16	814	2571
16	814	2572
16	814	2573
16	814	2574
16	815	2575
16	815	2576
16	815	2577
16	815	2578
16	816	2579
16	816	2580
16	816	2581
16	816	2582
16	817	2583
16	817	2584
16	817	2585
16	817	2586
16	818	2587
16	818	2588
16	818	2589
16	819	2590
16	819	2591
16	819	2592
16	819	2593
16	820	2594
16	820	2595
16	820	2596
16	820	2597
16	821	2598
16	821	2599
16	821	2600
16	821	2601
16	822	2602
16	822	2603
16	822	2604
16	822	2605
16	823	2606
16	823	2607
16	823	2608
16	823	2609
16	824	2610
16	824	2611
16	824	2612
16	824	2613
16	825	2614
16	825	2615
16	825	2616
16	826	2617
16	826	2618
16	826	2619
16	826	2620
16	827	2621
16	827	2622
16	827	2623
16	827	2624
16	828	2625
16	828	2626
16	828	2627
16	829	2628
16	829	2629
16	829	2630
16	829	2631
16	830	2632
16	830	2633
16	830	2634
16	830	2635
16	831	2636
16	831	2637
16	831	2638
16	831	2639
16	832	2640
16	832	2641
16	832	2642
16	832	2643
16	833	2644
16	833	2645
16	833	2646
16	834	2647
16	834	2648
16	834	2649
16	834	2650
16	835	2651
16	835	2652
16	835	2653
16	835	2654
16	836	2655
16	836	2656
16	836	2657
16	836	2658
16	837	2659
16	837	2660
16	837	2661
16	837	2662
16	838	2663
16	838	2664
16	838	2665
16	838	2666
16	839	2667
16	839	2668
16	839	2669
16	839	2670
16	840	2671
16	840	2672
16	840	2673
16	841	2674
16	841	2675
16	841	2676
16	841	2677
16	842	2678
16	842	2679
16	842	2680
16	842	2681
16	843	2682
16	843	2683
16	843	2684
16	843	2685
16	844	2686
16	844	2687
16	844	2688
16	844	2689
16	845	2690
16	845	2691
16	845	2692
16	845	2693
16	846	2694
16	846	2695
16	846	2696
16	846	2697
16	847	2698
16	847	2699
16	847	2700
16	847	2701
16	848	2702
16	848	2703
16	848	2704
16	849	2705
16	849	2706
16	849	2707
16	849	2708
16	850	2709
16	850	2710
16	850	2711
16	850	2712
16	851	2713
16	851	2714
16	851	2715
16	851	2716
16	852	2717
16	852	2718
16	852	2719
16	852	2720
16	853	2721
16	853	2722
16	853	2723
16	853	2724
16	854	2725
16	854	2726
16	854	2727
16	854	2728
16	855	2729
16	855	2730
16	855	2731
16	855	2732
16	856	2733
16	856	2734
16	856	2735
16	857	2736
16	857	2737
16	857	2738
16	857	2739
16	858	2740
16	858	2741
16	858	2742
16	858	2743
16	859	2744
16	859	2745
16	859	2746
16	859	2747
16	860	2748
16	860	2749
16	860	2750
16	860	2751
16	861	2752
16	861	2753
16	861	2754
16	861	2755
16	862	2756
16	862	2757
16	862	2758
16	863	2759
16	863	2760
16	863	2761
16	863	2762
16	864	2763
16	864	2764
16	864	2765
16	864	2766
16	865	2767
16	865	2768
16	865	2769
16	865	2770
16	866	2771
16	866	2772
16	866	2773
16	866	2774
16	867	2775
16	867	2776
16	867	2777
16	868	2778
16	868	2779
16	868	2780
16	868	2781
16	869	2782
16	869	2783
16	869	2784
16	869	2785
16	870	2786
16	870	2787
16	870	2788
16	870	2789
16	871	2790
16	871	2791
16	871	2792
16	872	2793
16	872	2794
16	872	2795
16	872	2796
16	873	2797
16	873	2798
16	873	2799
16	873	2800
16	874	2801
16	874	2802
16	874	2803
16	874	2804
16	875	2805
16	875	2806
16	875	2807
16	875	2808
16	876	2809
16	876	2810
16	876	2811
16	876	2812
16	877	2813
16	877	2814
16	877	2815
16	877	2816
16	878	2817
16	878	2818
16	878	2819
16	879	2820
16	879	2821
16	879	2822
16	879	2823
16	880	2824
16	880	2825
16	880	2826
16	880	2827
16	881	2828
16	881	2829
16	881	2830
16	881	2831
16	882	2832
16	882	2833
16	882	2834
16	882	2835
16	883	2836
16	883	2837
16	883	2838
16	883	2839
16	884	2840
16	884	2841
16	884	2842
16	884	2843
16	885	2844
16	885	2845
16	885	2846
16	886	2847
16	886	2848
16	886	2849
16	886	2850
16	887	2851
16	887	2852
16	887	2853
16	887	2854
16	888	2855
16	888	2856
16	888	2857
16	889	2858
16	889	2859
16	889	2860
16	890	2861
16	890	2862
16	890	2863
16	890	2864
16	891	2865
16	891	2866
16	891	2867
16	891	2868
16	892	2869
16	892	2870
16	892	2871
16	893	2872
16	893	2873
16	893	2874
16	893	2875
16	894	2876
16	894	2877
16	894	2878
16	894	2879
16	895	2880
16	895	2881
16	895	2882
16	895	2883
16	896	2884
16	896	2885
16	896	2886
16	896	2887
16	897	2888
16	897	2889
16	897	2890
16	897	2891
16	898	2892
16	898	2893
16	898	2894
16	898	2895
16	899	2896
16	899	2897
16	899	2898
16	900	2899
16	900	2900
16	900	2901
16	900	2902
16	901	2903
16	901	2904
16	901	2905
16	901	2906
16	902	2907
16	902	2908
16	902	2909
16	902	2910
16	903	2911
16	903	2912
16	903	2913
16	903	2914
16	904	2915
16	904	2916
16	904	2917
16	904	2918
16	905	2919
16	905	2920
16	905	2921
16	906	2922
16	906	2923
16	906	2924
16	906	2925
16	907	2926
16	907	2927
16	907	2928
16	907	2929
16	908	2930
16	908	2931
16	908	2932
16	908	2933
16	909	2934
16	909	2935
16	909	2936
16	909	2937
16	910	2938
16	910	2939
16	910	2940
16	910	2941
16	911	2942
16	911	2943
16	911	2944
16	911	2945
16	912	2946
16	912	2947
16	912	2948
16	913	2949
16	913	2950
16	913	2951
16	913	2952
16	914	2953
16	914	2954
16	914	2955
16	914	2956
16	915	2957
16	915	2958
16	915	2959
16	915	2960
16	916	2961
16	916	2962
16	916	2963
16	916	2964
16	917	2965
16	917	2966
16	917	2967
16	917	2968
16	918	2969
16	918	2970
16	918	2971
16	918	2972
16	919	2973
16	919	2974
16	919	2975
16	919	2976
16	920	2977
16	920	2978
16	920	2979
16	921	2980
16	921	2981
16	921	2982
16	921	2983
16	922	2984
16	922	2985
16	922	2986
16	922	2987
16	923	2988
16	923	2989
16	923	2990
16	923	2991
16	924	2992
16	924	2993
16	924	2994
16	924	2995
16	925	2996
16	925	2997
16	925	2998
16	925	2999
16	926	3000
16	926	3001
16	926	3002
16	926	3003
16	927	3004
16	927	3005
16	927	3006
16	928	3007
16	928	3008
16	928	3009
16	928	3010
16	929	3011
16	929	3012
16	929	3013
16	930	3014
16	930	3015
16	930	3016
16	930	3017
16	931	3018
16	931	3019
16	931	3020
16	931	3021
16	932	3022
16	932	3023
16	932	3024
16	932	3025
16	933	3026
16	933	3027
16	933	3028
16	933	3029
16	934	3030
16	934	3031
16	934	3032
16	934	3033
16	935	3034
16	935	3035
16	935	3036
16	936	3037
16	936	3038
16	936	3039
16	936	3040
16	937	3041
16	937	3042
16	937	3043
16	937	3044
16	938	3045
16	938	3046
16	938	3047
16	938	3048
16	939	3049
16	939	3050
16	939	3051
16	939	3052
16	940	3053
16	940	3054
16	940	3055
16	940	3056
16	941	3057
16	941	3058
16	941	3059
16	942	3060
16	942	3061
16	942	3062
16	942	3063
16	943	3064
16	943	3065
16	943	3066
16	943	3067
16	944	3068
16	944	3069
16	944	3070
16	944	3071
16	945	3072
16	945	3073
16	945	3074
16	945	3075
16	946	3076
16	946	3077
16	946	3078
16	947	3079
16	947	3080
16	947	3081
16	947	3082
16	948	3083
16	948	3084
16	948	3085
16	948	3086
16	949	3087
16	949	3088
16	949	3089
16	949	3090
16	950	3091
16	950	3092
16	950	3093
16	950	3094
16	951	3095
16	951	3096
16	951	3097
16	951	3098
16	952	3099
16	952	3100
16	952	3101
16	952	3102
16	953	3103
16	953	3104
16	953	3105
16	954	3106
16	954	3107
16	954	3108
16	954	3109
16	955	3110
16	955	3111
16	955	3112
16	955	3113
16	956	3114
16	956	3115
16	956	3116
16	956	3117
16	957	3118
16	957	3119
16	957	3120
16	957	3121
16	958	3122
16	958	3123
16	958	3124
16	958	3125
16	959	3126
16	959	3127
16	959	3128
16	959	3129
16	960	3130
16	960	3131
16	960	3132
16	960	3133
16	961	3134
16	961	3135
16	961	3136
16	962	3137
16	962	3138
16	962	3139
16	962	3140
16	963	3141
16	963	3142
16	963	3143
16	963	3144
16	964	3145
16	964	3146
16	964	3147
16	964	3148
16	965	3149
16	965	3150
16	965	3151
16	965	3152
16	966	3153
16	966	3154
16	966	3155
16	966	3156
16	967	3157
16	967	3158
16	967	3159
16	968	3160
16	968	3161
16	968	3162
16	968	3163
16	969	3164
16	969	3165
16	969	3166
16	969	3167
16	970	3168
16	970	3169
16	970	3170
16	970	3171
16	971	3172
16	971	3173
16	971	3174
16	971	3175
16	972	3176
16	972	3177
16	972	3178
16	972	3179
16	973	3180
16	973	3181
16	973	3182
16	973	3183
16	974	3184
16	974	3185
16	974	3186
16	974	3187
16	975	3188
16	975	3189
16	975	3190
16	975	3191
16	976	3192
16	976	3193
16	976	3194
16	977	3195
16	977	3196
16	977	3197
16	977	3198
16	978	3199
16	978	3200
16	978	3201
16	978	3202
16	979	3203
16	979	3204
16	979	3205
16	979	3206
16	980	3207
16	980	3208
16	980	3209
16	980	3210
16	981	3211
16	981	3212
16	981	3213
16	982	3214
16	982	3215
16	982	3216
16	982	3217
16	983	3218
16	983	3219
16	983	3220
16	983	3221
16	984	3222
16	984	3223
16	984	3224
16	984	3225
16	985	3226
16	985	3227
16	985	3228
16	985	3229
16	986	3230
16	986	3231
16	986	3232
16	986	3233
16	987	3234
16	987	3235
16	987	3236
16	987	3237
16	988	3238
16	988	3239
16	988	3240
16	989	3241
16	989	3242
16	989	3243
16	989	3244
16	990	3245
16	990	3246
16	990	3247
16	990	3248
16	991	3249
16	991	3250
16	991	3251
16	991	3252
16	992	3253
16	992	3254
16	992	3255
16	992	3256
16	993	3257
16	993	3258
16	993	3259
16	993	3260
16	994	3261
16	994	3262
16	994	3263
16	994	3264
16	995	3265
16	995	3266
16	995	3267
16	995	3268
16	996	3269
16	996	3270
16	996	3271
16	997	3272
16	997	3273
16	997	3274
16	997	3275
16	998	3276
16	998	3277
16	998	3278
16	998	3279
16	999	3280
16	999	3281
16	999	3282
16	999	3283
16	1000	3284
16	1000	3285
16	1000	3286
16	1000	3287
16	1001	3288
16	1001	3289
16	1001	3290
16	1001	3291
16	1002	3292
16	1002	3293
16	1002	3294
16	1002	3295
16	1003	3296
16	1003	3297
16	1003	3298
16	1003	3299
16	1004	3300
16	1004	3301
16	1004	3302
16	1005	3303
16	1005	3304
16	1005	3305
16	1005	3306
16	1006	3307
16	1006	3308
16	1006	3309
16	1006	3310
16	1007	3311
16	1007	3312
16	1007	3313
16	1007	3314
16	1008	3315
16	1008	3316
16	1008	3317
16	1009	3318
16	1009	3319
16	1009	3320
16	1009	3321
16	1010	3322
16	1010	3323
16	1010	3324
16	1010	3325
16	1011	3326
16	1011	3327
16	1011	3328
16	1011	3329
16	1012	3330
16	1012	3331
16	1012	3332
16	1012	3333
16	1013	3334
16	1013	3335
16	1013	3336
16	1013	3337
16	1014	3338
16	1014	3339
16	1014	3340
16	1015	3341
16	1015	3342
16	1015	3343
16	1015	3344
16	1016	3345
16	1016	3346
16	1016	3347
16	1016	3348
16	1017	3349
16	1017	3350
16	1017	3351
16	1017	3352
16	1018	3353
16	1018	3354
16	1018	3355
16	1018	3356
16	1019	3357
16	1019	3358
16	1019	3359
16	1020	3360
16	1020	3361
16	1020	3362
16	1020	3363
16	1021	3364
16	1021	3365
16	1021	3366
16	1021	3367
16	1022	3368
16	1022	3369
16	1022	3370
16	1022	3371
16	1023	3372
16	1023	3373
16	1023	3374
16	1023	3375
16	1024	3376
16	1024	3377
16	1024	3378
16	1025	3379
16	1025	3380
16	1025	3381
16	1025	3382
16	1026	3383
16	1026	3384
16	1026	3385
16	1026	3386
16	1027	3387
16	1027	3388
16	1027	3389
16	1027	3390
16	1028	3391
16	1028	3392
16	1028	3393
16	1028	3394
16	1029	3395
16	1029	3396
16	1029	3397
16	1029	3398
16	1030	3399
16	1030	3400
16	1030	3401
16	1030	3402
16	1031	3403
16	1031	3404
16	1031	3405
16	1031	3406
16	1032	3407
16	1032	3408
16	1032	3409
16	1033	3410
16	1033	3411
16	1033	3412
16	1033	3413
16	1034	3414
16	1034	3415
16	1034	3416
16	1034	3417
16	1035	3418
16	1035	3419
16	1035	3420
16	1035	3421
16	1036	3422
16	1036	3423
16	1036	3424
16	1036	3425
16	1037	3426
16	1037	3427
16	1037	3428
16	1037	3429
16	1038	3430
16	1038	3431
16	1038	3432
16	1039	3433
16	1039	3434
16	1039	3435
16	1039	3436
16	1040	3437
16	1040	3438
16	1040	3439
16	1040	3440
16	1041	3441
16	1041	3442
16	1041	3443
16	1041	3444
16	1042	3445
16	1042	3446
16	1042	3447
16	1042	3448
16	1043	3449
16	1043	3450
16	1043	3451
16	1043	3452
16	1044	3453
16	1044	3454
16	1044	3455
16	1044	3456
16	1045	3457
16	1045	3458
16	1045	3459
16	1046	3460
16	1046	3461
16	1046	3462
16	1046	3463
16	1047	3464
16	1047	3465
16	1047	3466
16	1047	3467
16	1048	3468
16	1048	3469
16	1048	3470
16	1048	3471
16	1049	3472
16	1049	3473
16	1049	3474
16	1049	3475
16	1050	3476
16	1050	3477
16	1050	3478
16	1050	3479
16	1051	3480
16	1051	3481
16	1051	3482
16	1052	3483
16	1052	3484
16	1052	3485
16	1052	3486
16	1053	3487
16	1053	3488
16	1053	3489
16	1053	3490
16	1054	3491
16	1054	3492
16	1054	3493
16	1054	3494
16	1055	3495
16	1055	3496
16	1055	3497
16	1055	3498
16	1056	3499
16	1056	3500
16	1056	3501
16	1056	3502
16	1057	3503
16	1057	3504
16	1057	3505
16	1057	3506
16	1058	3507
16	1058	3508
16	1058	3509
16	1059	3510
16	1059	3511
16	1059	3512
16	1059	3513
16	1060	3514
16	1060	3515
16	1060	3516
16	1060	3517
16	1061	3518
16	1061	3519
16	1061	3520
16	1061	3521
16	1062	3522
16	1062	3523
16	1062	3524
16	1062	3525
16	1063	3526
16	1063	3527
16	1063	3528
16	1063	3529
16	1064	3530
16	1064	3531
16	1064	3532
16	1064	3533
16	1065	3534
16	1065	3535
16	1065	3536
16	1066	3537
16	1066	3538
16	1066	3539
16	1066	3540
16	1067	3541
16	1067	3542
16	1067	3543
16	1067	3544
16	1068	3545
16	1068	3546
16	1068	3547
16	1068	3548
16	1069	3549
16	1069	3550
16	1069	3551
16	1069	3552
16	1070	3553
16	1070	3554
16	1070	3555
16	1070	3556
16	1071	3557
16	1071	3558
16	1071	3559
16	1071	3560
16	1072	3561
16	1072	3562
16	1072	3563
16	1072	3564
16	1073	3565
16	1073	3566
16	1073	3567
16	1073	3568
16	1074	3569
16	1074	3570
16	1074	3571
16	1075	3572
16	1075	3573
16	1075	3574
16	1075	3575
16	1076	3576
16	1076	3577
16	1076	3578
16	1076	3579
16	1077	3580
16	1077	3581
16	1077	3582
16	1077	3583
16	1078	3584
16	1078	3585
16	1078	3586
16	1078	3587
16	1079	3588
16	1079	3589
16	1079	3590
16	1079	3591
16	1080	3592
16	1080	3593
16	1080	3594
16	1080	3595
16	1081	3596
16	1081	3597
16	1081	3598
16	1081	3599
16	1082	3600
16	1082	3601
16	1082	3602
16	1083	3603
16	1083	3604
16	1083	3605
16	1083	3606
16	1084	3607
16	1084	3608
16	1084	3609
16	1084	3610
16	1085	3611
16	1085	3612
16	1085	3613
16	1085	3614
16	1086	3615
16	1086	3616
16	1086	3617
16	1086	3618
16	1087	3619
16	1087	3620
16	1087	3621
16	1087	3622
16	1088	3623
16	1088	3624
16	1088	3625
16	1088	3626
16	1089	3627
16	1089	3628
16	1089	3629
16	1089	3630
16	1090	3631
16	1090	3632
16	1090	3633
16	1090	3634
16	1091	3635
16	1091	3636
16	1091	3637
16	1092	3638
16	1092	3639
16	1092	3640
16	1092	3641
16	1093	3642
16	1093	3643
16	1093	3644
16	1093	3645
16	1094	3646
16	1094	3647
16	1094	3648
16	1094	3649
16	1095	3650
16	1095	3651
16	1095	3652
16	1095	3653
16	1096	3654
16	1096	3655
16	1096	3656
16	1096	3657
16	1097	3658
16	1097	3659
16	1097	3660
16	1098	3661
16	1098	3662
16	1098	3663
16	1098	3664
16	1099	3665
16	1099	3666
16	1099	3667
16	1099	3668
16	1100	3669
16	1100	3670
16	1100	3671
16	1100	3672
16	1101	3673
16	1101	3674
16	1101	3675
16	1101	3676
16	1102	3677
16	1102	3678
16	1102	3679
16	1102	3680
16	1103	3681
16	1103	3682
16	1103	3683
16	1103	3684
16	1104	3685
16	1104	3686
16	1104	3687
16	1104	3688
16	1105	3689
16	1105	3690
16	1105	3691
16	1106	3692
16	1106	3693
16	1106	3694
16	1106	3695
16	1107	3696
16	1107	3697
16	1107	3698
16	1107	3699
16	1108	3700
16	1108	3701
16	1108	3702
16	1108	3703
16	1109	3704
16	1109	3705
16	1109	3706
16	1109	3707
16	1110	3708
16	1110	3709
16	1110	3710
16	1110	3711
16	1111	3712
16	1111	3713
16	1111	3714
16	1111	3715
16	1112	3716
16	1112	3717
16	1112	3718
16	1113	3719
16	1113	3720
16	1113	3721
16	1113	3722
16	1114	3723
16	1114	3724
16	1114	3725
16	1114	3726
16	1115	3727
16	1115	3728
16	1115	3729
16	1115	3730
16	1116	3731
16	1116	3732
16	1116	3733
16	1116	3734
16	1117	3735
16	1117	3736
16	1117	3737
16	1117	3738
16	1118	3739
16	1118	3740
16	1118	3741
16	1118	3742
16	1119	3743
16	1119	3744
16	1119	3745
16	1119	3746
16	1120	3747
16	1120	3748
16	1120	3749
16	1120	3750
16	1121	3751
16	1121	3752
16	1121	3753
16	1121	3754
16	1122	3755
16	1122	3756
16	1122	3757
16	1122	3758
16	1123	3759
16	1123	3760
16	1123	3761
16	1124	3762
16	1124	3763
16	1124	3764
16	1124	3765
16	1125	3766
16	1125	3767
16	1125	3768
16	1125	3769
16	1126	3770
16	1126	3771
16	1126	3772
16	1126	3773
16	1127	3774
16	1127	3775
16	1127	3776
16	1127	3777
16	1128	3778
16	1128	3779
16	1128	3780
16	1129	3781
16	1129	3782
16	1129	3783
16	1129	3784
16	1130	3785
16	1130	3786
16	1130	3787
16	1130	3788
16	1131	3789
16	1131	3790
16	1131	3791
16	1131	3792
16	1132	3793
16	1132	3794
16	1132	3795
16	1132	3796
16	1133	3797
16	1133	3798
16	1133	3799
16	1133	3800
16	1134	3801
16	1134	3802
16	1134	3803
16	1134	3804
16	1135	3805
16	1135	3806
16	1135	3807
16	1135	3808
16	1136	3809
16	1136	3810
16	1136	3811
16	1136	3812
16	1137	3813
16	1137	3814
16	1137	3815
16	1138	3816
16	1138	3817
16	1138	3818
16	1138	3819
16	1139	3820
16	1139	3821
16	1139	3822
16	1139	3823
16	1140	3824
16	1140	3825
16	1140	3826
16	1140	3827
16	1141	3828
16	1141	3829
16	1141	3830
16	1141	3831
16	1142	3832
16	1142	3833
16	1142	3834
16	1142	3835
16	1143	3836
16	1143	3837
16	1143	3838
16	1143	3839
16	1144	3840
16	1144	3841
16	1144	3842
16	1145	3843
16	1145	3844
16	1145	3845
16	1145	3846
16	1146	3847
16	1146	3848
16	1146	3849
16	1146	3850
16	1147	3851
16	1147	3852
16	1147	3853
16	1147	3854
16	1148	3855
16	1148	3856
16	1148	3857
16	1148	3858
16	1149	3859
16	1149	3860
16	1149	3861
